Cluster_Representative,Protein,Cluster_Annotation,Information_Level
biochar_3531_12,biochar_2353_1,Uncharacterized protein,Low
biochar_1742_20,biochar_1742_20,Unknown Function [UniProt ID: ['P00720']],Low
biochar_1742_20,biochar_2997_33,Unknown Function [UniProt ID: ['P00720']],Low
biochar_1742_20,biochar_3178_31,Unknown Function [UniProt ID: ['P00720']],Low
biochar_1771_25,biochar_1771_25,Sialate O-acetylesterase domain-containing protein,Quasi
biochar_1771_25,biochar_1283_44,Sialate O-acetylesterase domain-containing protein,Quasi
biochar_1771_25,biochar_1283_45,Sialate O-acetylesterase domain-containing protein,Quasi
biochar_2354_2,biochar_2354_2,"WARNING UniProt ID obsolete, info fetched from UniParc;A0AAQ2A5C9 : Uncharacterized protein (active UniProt ID: N);SVS23832 : Uncharacterized protein (active UniProt ID: Y);WP_227502821 : hypothetical protein (active UniProt ID: Y);HFZ2103347 : Uncharacterized protein (active UniProt ID: Y);A0A7Z7SAE4 : Uncharacterized protein (active UniProt ID: N);A0AA46HCR0 : Uncharacterized protein (active UniProt ID: N)",Low
biochar_2354_2,biochar_2059_12,"WARNING UniProt ID obsolete, info fetched from UniParc;A0AAQ2A5C9 : Uncharacterized protein (active UniProt ID: N);SVS23832 : Uncharacterized protein (active UniProt ID: Y);WP_227502821 : hypothetical protein (active UniProt ID: Y);HFZ2103347 : Uncharacterized protein (active UniProt ID: Y);A0A7Z7SAE4 : Uncharacterized protein (active UniProt ID: N);A0AA46HCR0 : Uncharacterized protein (active UniProt ID: N)",Low
biochar_2354_2,biochar_3859_1,"WARNING UniProt ID obsolete, info fetched from UniParc;A0AAQ2A5C9 : Uncharacterized protein (active UniProt ID: N);SVS23832 : Uncharacterized protein (active UniProt ID: Y);WP_227502821 : hypothetical protein (active UniProt ID: Y);HFZ2103347 : Uncharacterized protein (active UniProt ID: Y);A0A7Z7SAE4 : Uncharacterized protein (active UniProt ID: N);A0AA46HCR0 : Uncharacterized protein (active UniProt ID: N)",Low
biochar_831_64,biochar_831_64,Portal protein,High
biochar_831_64,biochar_2952_9,Portal protein,High
biochar_831_64,biochar_807_62,Portal protein,High
biochar_3496_8,biochar_3496_8,"WARNING UniProt ID obsolete, info fetched from UniParc;MYJ52048 : Phage virion morphogenesis protein (active UniProt ID: Y);MYD77278 : Phage virion morphogenesis protein (active UniProt ID: Y);A0A8T6HWD2 : Phage virion morphogenesis protein (active UniProt ID: Y);MXZ79868 : Phage virion morphogenesis protein (active UniProt ID: Y);A0A6L7PEY1 : Phage virion morphogenesis protein (active UniProt ID: N)",Low
biochar_3496_8,biochar_4025_6,"WARNING UniProt ID obsolete, info fetched from UniParc;MYJ52048 : Phage virion morphogenesis protein (active UniProt ID: Y);MYD77278 : Phage virion morphogenesis protein (active UniProt ID: Y);A0A8T6HWD2 : Phage virion morphogenesis protein (active UniProt ID: Y);MXZ79868 : Phage virion morphogenesis protein (active UniProt ID: Y);A0A6L7PEY1 : Phage virion morphogenesis protein (active UniProt ID: N)",Low
biochar_3496_8,biochar_4484_17,"WARNING UniProt ID obsolete, info fetched from UniParc;MYJ52048 : Phage virion morphogenesis protein (active UniProt ID: Y);MYD77278 : Phage virion morphogenesis protein (active UniProt ID: Y);A0A8T6HWD2 : Phage virion morphogenesis protein (active UniProt ID: Y);MXZ79868 : Phage virion morphogenesis protein (active UniProt ID: Y);A0A6L7PEY1 : Phage virion morphogenesis protein (active UniProt ID: N)",Low
biochar_3529_3,biochar_3529_3,DUF1214 domain-containing protein,Quasi
biochar_3529_3,biochar_5116_16,DUF1214 domain-containing protein,Quasi
biochar_3529_3,biochar_3237_15,DUF1214 domain-containing protein,Quasi
biochar_1300_12,biochar_1300_12,Phage terminase large subunit N-terminal domain-containing protein,Quasi
biochar_1300_12,biochar_1682_46,Phage terminase large subunit N-terminal domain-containing protein,Quasi
biochar_1300_12,biochar_1220_32,Phage terminase large subunit N-terminal domain-containing protein,Quasi
biochar_5003_1,biochar_5003_1,Plastocyanin-like domain-containing protein,Quasi
biochar_5003_1,biochar_3520_14,Plastocyanin-like domain-containing protein,Quasi
biochar_5003_1,biochar_21_99,Plastocyanin-like domain-containing protein,Quasi
biochar_1387_27,biochar_1387_27,Uncharacterized protein,Low
biochar_1387_27,biochar_967_17,Uncharacterized protein,Low
biochar_1387_27,biochar_5034_8,Uncharacterized protein,Low
biochar_156_6,biochar_156_6,Ferredoxin,High
biochar_156_6,biochar_2829_28,Ferredoxin,High
biochar_156_6,biochar_3325_19,Ferredoxin,High
biochar_5322_14,biochar_5322_14,Uncharacterized protein,Low
biochar_5322_14,biochar_1696_37,Uncharacterized protein,Low
biochar_5322_14,biochar_289_41,Uncharacterized protein,Low
biochar_2974_6,biochar_2974_6,Uncharacterized protein,Low
biochar_2974_6,biochar_463_34,Uncharacterized protein,Low
biochar_2974_6,biochar_1900_35,Uncharacterized protein,Low
TemPhD_cluster_13835_59,TemPhD_cluster_13835_59,homing endonuclease,High
TemPhD_cluster_13835_59,1585561474,homing endonuclease,High
TemPhD_cluster_13835_59,IMGVR_UViG_2619619278_000004|2619619278|2619687484_17,homing endonuclease,High
biochar_690_50,biochar_690_50,terminase large subunit,High
biochar_690_50,biochar_923_25,terminase large subunit,High
biochar_690_50,biochar_676_42,terminase large subunit,High
biochar_704_46,biochar_704_46,Capsid protein,High
biochar_704_46,biochar_703_1,Capsid protein,High
biochar_704_46,biochar_703_74,Capsid protein,High
biochar_652_51,biochar_652_51,Tail protein,High
biochar_652_51,biochar_656_1,Tail protein,High
biochar_652_51,biochar_656_58,Tail protein,High
biochar_578_30,biochar_578_30,HNH endonuclease,High
biochar_578_30,biochar_585_1,HNH endonuclease,High
biochar_578_30,biochar_585_85,HNH endonuclease,High
biochar_2222_28,biochar_2222_28,DUF3168 domain-containing protein,Quasi
biochar_2222_28,biochar_3915_25,DUF3168 domain-containing protein,Quasi
biochar_2222_28,biochar_835_4,DUF3168 domain-containing protein,Quasi
biochar_2222_28,biochar_2664_19,DUF3168 domain-containing protein,Quasi
biochar_315_34,biochar_315_34,S-DNA-T family DNA segregation ATPase FtsK/SpoIIIE,High
biochar_315_34,biochar_4453_8,S-DNA-T family DNA segregation ATPase FtsK/SpoIIIE,High
biochar_315_34,biochar_293_6,S-DNA-T family DNA segregation ATPase FtsK/SpoIIIE,High
biochar_798_52,biochar_798_52,baseplate wedge subunit,High
biochar_798_52,biochar_816_31,baseplate wedge subunit,High
biochar_798_52,biochar_821_46,baseplate wedge subunit,High
biochar_5301_1,biochar_5301_1,Large polyvalent protein associated domain-containing protein,Quasi
biochar_5301_1,biochar_4442_18,Large polyvalent protein associated domain-containing protein,Quasi
biochar_5301_1,biochar_4171_1,Large polyvalent protein associated domain-containing protein,Quasi
biochar_3110_15,biochar_3110_15,Methyltransferase domain-containing protein,Quasi
biochar_3110_15,biochar_5058_1,Methyltransferase domain-containing protein,Quasi
biochar_3110_15,biochar_5379_20,Methyltransferase domain-containing protein,Quasi
biochar_1801_32,biochar_1801_32,RecA/RadA recombinase,High
biochar_1801_32,biochar_1802_25,RecA/RadA recombinase,High
biochar_1801_32,biochar_1795_31,RecA/RadA recombinase,High
biochar_1909_6,biochar_1909_6,Major tail protein,High
biochar_1909_6,biochar_3400_19,Major tail protein,High
biochar_1909_6,biochar_2201_3,Major tail protein,High
biochar_1909_6,biochar_4333_5,Major tail protein,High
biochar_677_67,biochar_677_67,terminase large subunit,High
biochar_677_67,biochar_677_1,terminase large subunit,High
biochar_677_67,biochar_709_24,terminase large subunit,High
biochar_432_18,biochar_432_18,Unannotated protein,High
biochar_432_18,biochar_1494_8,Unannotated protein,High
biochar_432_18,biochar_1158_20,Unannotated protein,High
biochar_432_18,biochar_1421_14,Unannotated protein,High
biochar_71_34,biochar_71_34,head-tail adaptor,High
biochar_71_34,biochar_76_1,head-tail adaptor,High
biochar_71_34,biochar_76_90,head-tail adaptor,High
biochar_521_6,biochar_521_6,Exosporium protein C,High
biochar_521_6,biochar_522_1,Exosporium protein C,High
biochar_521_6,biochar_522_60,Exosporium protein C,High
biochar_185_9,biochar_185_9,Phage major capsid protein,High
biochar_185_9,biochar_2791_14,Phage major capsid protein,High
biochar_185_9,biochar_1772_15,Phage major capsid protein,High
biochar_236_55,biochar_236_55,amidase,High
biochar_236_55,biochar_229_1,amidase,High
biochar_236_55,biochar_229_88,amidase,High
biochar_242_43,biochar_242_43,DarB-like antirestriction,High
biochar_242_43,biochar_245_44,DarB-like antirestriction,High
biochar_242_43,biochar_247_45,DarB-like antirestriction,High
biochar_3190_1,biochar_3190_1,Terminase large subunit gp17-like C-terminal domain-containing protein,Quasi
biochar_3190_1,biochar_1725_22,Terminase large subunit gp17-like C-terminal domain-containing protein,Quasi
biochar_3190_1,biochar_3570_12,Terminase large subunit gp17-like C-terminal domain-containing protein,Quasi
biochar_3290_1,biochar_3290_1,Phage tail fibre repeat-containing protein,High
biochar_3290_1,biochar_2033_19,Phage tail fibre repeat-containing protein,High
biochar_3290_1,biochar_3443_13,Phage tail fibre repeat-containing protein,High
biochar_816_41,biochar_816_41,virion structural protein,High
biochar_816_41,biochar_798_42,virion structural protein,High
biochar_816_41,biochar_821_36,virion structural protein,High
