Phage_ID,Host,Lifestyle,Phage_source,Protein_source,Protein_ID,Product,Length
IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637_11,unknown,112.0
IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637_14,unknown,53.0
IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637_15,unknown,86.0
IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637_16,unknown,116.0
IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637_18,unknown,78.0
IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2558860367_000001|2558860367|2558885814|1318-12637_20,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2563367033_000001|2563367033|2563402710,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2563367033_000001|2563367033|2563402710_5,unknown,97.0
IMGVR_UViG_2563367033_000001|2563367033|2563402710,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2563367033_000001|2563367033|2563402710_7,unknown,58.0
IMGVR_UViG_2563367033_000001|2563367033|2563402710,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2563367033_000001|2563367033|2563402710_9,unknown,82.0
IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612_4,unknown,83.0
IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612_5,unknown,112.0
IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612_6,unknown,38.0
IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612_7,unknown,93.0
IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367037_000001|2563367037|2563408187|556-7612_9,unknown,108.0
IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595_4,unknown,83.0
IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595_5,unknown,112.0
IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595_6,unknown,38.0
IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595_7,unknown,93.0
IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2563367043_000001|2563367043|2563414951|539-7595_9,unknown,108.0
IMGVR_UViG_2563367052_000001|2563367052|2563418244,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2563367052_000001|2563367052|2563418244_5,unknown,97.0
IMGVR_UViG_2563367052_000001|2563367052|2563418244,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2563367052_000001|2563367052|2563418244_7,unknown,58.0
IMGVR_UViG_2563367052_000001|2563367052|2563418244,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2563367052_000001|2563367052|2563418244_9,unknown,82.0
IMGVR_UViG_2571042775_000002|2571042775|2571146624|985-7844,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2571042775_000002|2571042775|2571146624|985-7844_3,unknown,60.0
IMGVR_UViG_2571042775_000002|2571042775|2571146624|985-7844,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2571042775_000002|2571042775|2571146624|985-7844_5,unknown,89.0
IMGVR_UViG_2571042775_000002|2571042775|2571146624|985-7844,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2571042775_000002|2571042775|2571146624|985-7844_10,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2579778868_000003|2579778868|2579826960,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579778868_000003|2579778868|2579826960_2,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2579778868_000003|2579778868|2579826960,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579778868_000003|2579778868|2579826960_4,unknown,78.0
IMGVR_UViG_2579778868_000003|2579778868|2579826960,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579778868_000003|2579778868|2579826960_7,unknown,89.0
IMGVR_UViG_2579778868_000003|2579778868|2579826960,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579778868_000003|2579778868|2579826960_9,unknown,64.0
IMGVR_UViG_2579778972_000002|2579778972|2579836615,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579778972_000002|2579778972|2579836615_2,unknown,89.0
IMGVR_UViG_2579778972_000002|2579778972|2579836615,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579778972_000002|2579778972|2579836615_6,unknown,58.0
IMGVR_UViG_2579778972_000002|2579778972|2579836615,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579778972_000002|2579778972|2579836615_8,unknown,31.0
IMGVR_UViG_2579778972_000002|2579778972|2579836615,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579778972_000002|2579778972|2579836615_10,unknown,78.0
IMGVR_UViG_2579778972_000002|2579778972|2579836615,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579778972_000002|2579778972|2579836615_12,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2579779010_000002|2579779010|2579841823|1-6976,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2579779010_000002|2579779010|2579841823|1-6976_2,unknown,98.0
IMGVR_UViG_2579779010_000002|2579779010|2579841823|1-6976,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2579779010_000002|2579779010|2579841823|1-6976_3,unknown,65.0
IMGVR_UViG_2579779010_000002|2579779010|2579841823|1-6976,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2579779010_000002|2579779010|2579841823|1-6976_8,unknown,40.0
IMGVR_UViG_2579779010_000002|2579779010|2579841823|1-6976,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2579779010_000002|2579779010|2579841823|1-6976_12,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2579779057_000002|2579779057|2579846934,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579779057_000002|2579779057|2579846934_5,unknown,77.0
IMGVR_UViG_2579779057_000002|2579779057|2579846934,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579779057_000002|2579779057|2579846934_7,unknown,58.0
IMGVR_UViG_2579779057_000002|2579779057|2579846934,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2579779057_000002|2579779057|2579846934_11,unknown,89.0
IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610_4,unknown,83.0
IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610_5,unknown,112.0
IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610_6,unknown,38.0
IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610_7,unknown,93.0
IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610,Pseudomonas E avellanae,temperate,IMG_VR,prodigal,IMGVR_UViG_2588253837_000001|2588253837|2588280684|554-7610_9,unknown,108.0
IMGVR_UViG_2609460049_000001|2609460049|2609519582,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2609460049_000001|2609460049|2609519582_2,Protein of unknown function (DUF2523),106.0
IMGVR_UViG_2609460049_000001|2609460049|2609519582,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2609460049_000001|2609460049|2609519582_7,unknown,89.0
IMGVR_UViG_2609460049_000001|2609460049|2609519582,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2609460049_000001|2609460049|2609519582_11,unknown,169.0
IMGVR_UViG_2609460049_000002|2609460049|2609519584,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2609460049_000002|2609460049|2609519584_1,unknown,33.0
IMGVR_UViG_2609460049_000002|2609460049|2609519584,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2609460049_000002|2609460049|2609519584_5,unknown,32.0
IMGVR_UViG_2609460049_000002|2609460049|2609519584,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2609460049_000002|2609460049|2609519584_6,unknown,87.0
IMGVR_UViG_2609460049_000002|2609460049|2609519584,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2609460049_000002|2609460049|2609519584_7,unknown,116.0
IMGVR_UViG_2609460049_000002|2609460049|2609519584,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2609460049_000002|2609460049|2609519584_9,unknown,78.0
IMGVR_UViG_2609460049_000002|2609460049|2609519584,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2609460049_000002|2609460049|2609519584_11,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144_1,unknown,66.0
IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144_4,unknown,32.0
IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144_5,unknown,87.0
IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144_6,unknown,116.0
IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144_7,unknown,50.0
IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144_8,unknown,78.0
IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144_10,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2617271249_000001|2617271249|2617358743|1-7144_12,unknown,112.0
IMGVR_UViG_2630968856_000002|2630968856|2631027936|157-7132,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2630968856_000002|2630968856|2631027936|157-7132_2,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2630968856_000002|2630968856|2631027936|157-7132,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2630968856_000002|2630968856|2631027936|157-7132_6,unknown,40.0
IMGVR_UViG_2630968856_000002|2630968856|2631027936|157-7132,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2630968856_000002|2630968856|2631027936|157-7132_11,unknown,65.0
IMGVR_UViG_2630968856_000002|2630968856|2631027936|157-7132,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2630968856_000002|2630968856|2631027936|157-7132_12,unknown,98.0
IMGVR_UViG_2630968856_000003|2630968856|2631027937,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2630968856_000003|2630968856|2631027937_1,unknown,33.0
IMGVR_UViG_2630968856_000003|2630968856|2631027937,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2630968856_000003|2630968856|2631027937_3,Protein of unknown function (DUF2523),102.0
IMGVR_UViG_2630968856_000003|2630968856|2631027937,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2630968856_000003|2630968856|2631027937_4,unknown,432.0
IMGVR_UViG_2630968856_000003|2630968856|2631027937,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2630968856_000003|2630968856|2631027937_6,unknown,93.0
IMGVR_UViG_2630968856_000003|2630968856|2631027937,Pseudomonas nitroreducens,temperate,IMG_VR,prodigal,IMGVR_UViG_2630968856_000003|2630968856|2631027937_12,unknown,81.0
IMGVR_UViG_2648501197_000001|2648501197|2648510946|1-7645,Pseudomonas E amygdali,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501197_000001|2648501197|2648510946|1-7645_2,unknown,97.0
IMGVR_UViG_2648501197_000001|2648501197|2648510946|1-7645,Pseudomonas E amygdali,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501197_000001|2648501197|2648510946|1-7645_4,unknown,43.0
IMGVR_UViG_2648501197_000001|2648501197|2648510946|1-7645,Pseudomonas E amygdali,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501197_000001|2648501197|2648510946|1-7645_5,unknown,78.0
IMGVR_UViG_2648501197_000001|2648501197|2648510946|1-7645,Pseudomonas E amygdali,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501197_000001|2648501197|2648510946|1-7645_7,unknown,86.0
IMGVR_UViG_2648501394_000001|2648501394|2648526062,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501394_000001|2648501394|2648526062_2,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2648501394_000001|2648501394|2648526062,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501394_000001|2648501394|2648526062_4,unknown,78.0
IMGVR_UViG_2648501394_000001|2648501394|2648526062,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501394_000001|2648501394|2648526062_6,unknown,116.0
IMGVR_UViG_2648501394_000001|2648501394|2648526062,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501394_000001|2648501394|2648526062_7,unknown,87.0
IMGVR_UViG_2648501394_000001|2648501394|2648526062,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501394_000001|2648501394|2648526062_8,unknown,32.0
IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357_1,unknown,52.0
IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357_2,unknown,82.0
IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357_6,unknown,60.0
IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357_9,unknown,32.0
IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357_10,unknown,87.0
IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357_11,unknown,116.0
IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357_13,unknown,75.0
IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357_15,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2648501891_000001|2648501891|2648577761|1-8357_17,unknown,89.0
IMGVR_UViG_2667527606_000002|2667527606|2667547257,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2667527606_000002|2667527606|2667547257_4,unknown,58.0
IMGVR_UViG_2667527606_000002|2667527606|2667547257,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2667527606_000002|2667527606|2667547257_6,unknown,31.0
IMGVR_UViG_2667527606_000002|2667527606|2667547257,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2667527606_000002|2667527606|2667547257_7,unknown,77.0
IMGVR_UViG_2667527606_000002|2667527606|2667547257,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2667527606_000002|2667527606|2667547257_9,unknown,71.0
IMGVR_UViG_2681813362_000001|2681813362|2681891628,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2681813362_000001|2681813362|2681891628_1,unknown,154.0
IMGVR_UViG_2681813362_000001|2681813362|2681891628,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2681813362_000001|2681813362|2681891628_4,unknown,70.0
IMGVR_UViG_2681813362_000001|2681813362|2681891628,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2681813362_000001|2681813362|2681891628_6,unknown,123.0
IMGVR_UViG_2681813362_000001|2681813362|2681891628,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2681813362_000001|2681813362|2681891628_7,unknown,50.0
IMGVR_UViG_2681813362_000001|2681813362|2681891628,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2681813362_000001|2681813362|2681891628_8,unknown,78.0
IMGVR_UViG_2681813362_000001|2681813362|2681891628,Pseudomonas aeruginosa,virulent,IMG_VR,prodigal,IMGVR_UViG_2681813362_000001|2681813362|2681891628_10,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2700989384_000001|2700989384|2701045771,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000001|2700989384|2701045771_2,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2700989384_000001|2700989384|2701045771,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000001|2700989384|2701045771_4,unknown,48.0
IMGVR_UViG_2700989384_000001|2700989384|2701045771,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000001|2700989384|2701045771_9,unknown,58.0
IMGVR_UViG_2700989384_000001|2700989384|2701045771,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000001|2700989384|2701045771_11,unknown,50.0
IMGVR_UViG_2700989384_000001|2700989384|2701045771,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000001|2700989384|2701045771_12,unknown,78.0
IMGVR_UViG_2700989384_000002|2700989384|2701045776,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000002|2700989384|2701045776_4,unknown,64.0
IMGVR_UViG_2700989384_000002|2700989384|2701045776,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000002|2700989384|2701045776_5,unknown,32.0
IMGVR_UViG_2700989384_000002|2700989384|2701045776,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000002|2700989384|2701045776_6,unknown,87.0
IMGVR_UViG_2700989384_000002|2700989384|2701045776,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000002|2700989384|2701045776_7,unknown,116.0
IMGVR_UViG_2700989384_000002|2700989384|2701045776,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000002|2700989384|2701045776_8,unknown,50.0
IMGVR_UViG_2700989384_000002|2700989384|2701045776,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000002|2700989384|2701045776_9,unknown,78.0
IMGVR_UViG_2700989384_000002|2700989384|2701045776,Pseudomonas aeruginosa,temperate,IMG_VR,prodigal,IMGVR_UViG_2700989384_000002|2700989384|2701045776_11,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2713896850_000001|2713896850|2713917550,Pseudomonas E amygdali,virulent,IMG_VR,prodigal,IMGVR_UViG_2713896850_000001|2713896850|2713917550_2,unknown,79.0
IMGVR_UViG_2713896850_000001|2713896850|2713917550,Pseudomonas E amygdali,virulent,IMG_VR,prodigal,IMGVR_UViG_2713896850_000001|2713896850|2713917550_4,unknown,86.0
IMGVR_UViG_2713896850_000001|2713896850|2713917550,Pseudomonas E amygdali,virulent,IMG_VR,prodigal,IMGVR_UViG_2713896850_000001|2713896850|2713917550_8,unknown,67.0
IMGVR_UViG_2713896850_000001|2713896850|2713917550,Pseudomonas E amygdali,virulent,IMG_VR,prodigal,IMGVR_UViG_2713896850_000001|2713896850|2713917550_10,Protein of unknown function (DUF2523),105.0
IMGVR_UViG_2713896864_000001|2713896864|2713921526,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2713896864_000001|2713896864|2713921526_3,unknown,175.0
IMGVR_UViG_2713896864_000001|2713896864|2713921526,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2713896864_000001|2713896864|2713921526_4,unknown,35.0
IMGVR_UViG_2713896864_000001|2713896864|2713921526,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2713896864_000001|2713896864|2713921526_7,unknown,97.0
IMGVR_UViG_2713896864_000001|2713896864|2713921526,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2713896864_000001|2713896864|2713921526_9,unknown,68.0
IMGVR_UViG_2713896864_000001|2713896864|2713921526,Pseudomonas E avellanae,virulent,IMG_VR,prodigal,IMGVR_UViG_2713896864_000001|2713896864|2713921526_11,unknown,86.0
